Name,lat,long,depth,semiMajorAxisLength,semiMinorAxisLength,semiIntermediateAxisLength,majorAxisPlunge,majorAxisAzimuth,majorAxisRotation,scatter_volume
usrufo,-12.804968,45.391356,29.557617,7.11887,2.47316,3.03524,-51.0287,96.7716,272.951,26.26423
ussomt,-12.887639,45.386162,34.339844,29.6915,10.7363,15.7246,-39.5636,112.004,265.399,1342.915
ussssg,-12.832297,45.275372,41.138672,17.7302,2.71925,4.47705,-52.8341,85.4921,213.35,105.1904
ustbcn,-12.84023,45.352405,38.084961,7.8967,2.28139,3.63701,-5.46649,161.713,286.186,52.65784
ustqmb,-12.806093,45.250231,25.178711,17.9429,3.23466,7.75418,42.9844,160.505,74.1968,15.42462
usttyv,-12.865776,45.411409,3.053711,24.6223,10.404,12.4128,-48.2957,111.928,264.767,59.88309
usujzd,-12.915875,45.368822,25.121094,48.7056,11.3348,17.4609,3.43244,135.31,213.525,527.0516
usuwjx,-12.780139,45.340286,25.582031,31.9815,13.0212,16.4577,-7.77712,110.074,216.83,1841.653
uswfmk,-12.849319,45.304138,9.103516,33.0311,13.9093,28.6616,0.895123,63.2905,57.9121,147.6748
uswxhf,-12.818098,45.246602,22.009766,43.0607,13.2081,25.4576,-10.2421,146.205,201.87,177.872
usxizo,-12.776403,45.245983,26.676758,12.681,4.95726,5.85186,-26.2763,156.998,173.545,16.43566
usxjzi,-12.756033,45.301462,40.908203,18.9847,3.60028,6.13281,-16.3039,149.677,267.511,170.141
usxqhr,-12.857982,45.39918,8.873047,37.5679,4.45933,11.81,-28.6576,112.172,212.264,214.7051
uszasz,-12.809128,45.348147,27.022461,3.10033,1.76527,2.14333,1.43889,165.483,254.161,22.67177
usznvj,-12.739516,45.188487,38.084961,12.1434,2.34418,3.79874,-6.96849,132.597,320.87,21.07977
utaact,-12.710768,45.284288,33.994141,16.8688,7.67101,8.90094,-4.64963,134.746,147.38,184.1875
utaxxj,-12.908767,45.347226,30.076172,15.6858,2.64998,3.79787,-22.0285,153.567,276.007,97.16205
utbqho,-12.785198,45.401471,39.928711,13.5902,3.84885,4.48412,-7.64036,129.315,299.66,79.62939
utbthk,-12.677705,45.069909,39.871094,30.7525,12.3707,19.9773,7.31545,127.83,184.549,556.7904
utbvmo,-12.817749,45.427334,23.56543,18.7386,8.86782,15.9225,-9.37631,137.968,315.849,63.46552
utbylo,-12.687369,45.249077,37.969727,17.0752,2.3441,2.97675,-15.1501,126.042,223.239,83.16447
utcehh,-12.888132,45.278844,7.893555,35.1458,7.77686,20.446,-54.8832,152.751,121.742,18.63601
utcpyu,-12.900181,45.295383,35.376953,19.6059,5.83367,13.5453,11.5467,122.829,247.544,186.5739
utdgck,-12.772937,45.275508,35.376953,10.4061,2.75436,2.96607,-20.9817,117.654,125.922,117.2521
uteiqs,-12.765017,45.212895,37.163086,15.4094,2.17711,5.12561,-36.7808,118.802,107.885,28.99182
utesoy,-12.877798,45.41643,5.416016,39.9196,5.34055,17.4643,-29.2364,112.34,209.777,149.8498
utfddl,-12.750898,45.21869,36.817383,7.59089,2.11868,3.29345,-5.44034,121.774,246.476,16.77687
utfdqe,-12.836759,45.386257,34.339844,6.20123,3.26256,4.18466,-16.9933,177.928,296.852,107.7963
utfolp,-12.750478,45.350424,37.912109,14.1115,2.62977,3.85856,-18.719,119.16,298.933,117.5946
utfphi,-12.841601,45.330799,33.706055,5.78432,2.45064,3.62932,-16.9096,132.837,287.143,33.18263
utfxfl,-12.754633,45.037275,31.516602,5.99029,1.84457,4.29562,4.12011,83.1594,348.972,20.35771
utglqw,-12.767308,45.287039,34.916016,32.1367,15.5519,20.6189,7.62702,95.5726,217.404,206.6787
utgwua,-12.888952,45.332861,30.537109,38.6558,13.0259,20.8583,25.089,89.4424,60.953,86.19271
utikht,-12.767892,45.233045,37.624023,8.93151,2.39533,2.78459,-15.0584,130.986,216.556,50.86563
utiqyz,-12.766708,45.338153,36.932617,11.1667,2.51367,3.93987,-15.9282,162.141,241.974,66.67595
utiumu,-12.812709,45.373341,37.912109,3.18582,2.39014,2.62119,-47.8824,106.061,104.856,30.84895
utjbsi,-12.751189,45.352582,39.467773,8.81632,2.24012,3.20198,-13.3637,145.765,285.849,89.27103
utjrja,-12.760896,45.263298,40.850586,22.9645,7.29842,9.26888,17.4357,163.356,255.874,76.65312
utjrpj,-12.783532,45.273324,37.27832,5.60784,2.26387,2.416,-4.38285,138.503,292.602,43.78624
utjymr,-12.905951,45.352994,17.630859,121.722,20.2971,27.0568,2.39963,118.433,175.532,264.349
utktvk,-12.767896,45.234485,34.858398,9.479,1.90004,3.06844,-27.188,127.573,313.12,19.06738
utkzvq,-12.802061,45.348161,37.047852,14.1886,2.82162,3.82547,-8.12175,125.307,147.652,85.30471
utlcik,-12.83172,45.056467,11.869141,48.0328,21.3127,21.7094,-7.94218,94.1137,141.072,150.1244
utlhrh,-13.004749,45.286504,30.998047,38.5509,13.3424,22.0723,-19.6591,125.966,252.353,374.7422
utlmfy,-12.801171,45.261043,16.248047,102.584,23.6259,41.5763,-0.847335,120.403,260.858,187.9409
utlmob,-12.809102,45.335187,24.833008,6.25124,1.85829,3.6323,-34.2193,148.749,168.895,53.98016
utlzgg,-12.780847,45.341004,36.241211,8.72467,3.74517,4.99961,-8.88223,125.413,157.777,63.88088
utmcit,-12.82125,45.407887,39.986328,18.3484,8.15437,15.7205,-31.756,83.2904,115.687,161.8239
utmfvy,-12.806919,45.30423,30.767578,15.9812,3.58748,6.84676,-19.633,144.469,296.5,120.2146
utmkle,-12.847254,45.330787,23.450195,86.997,13.627,22.1002,3.49854,104.743,348.937,24.47503
utmoap,-12.93074,45.38248,40.389648,20.4915,2.36504,3.90495,-14.9748,142.95,268.634,56.37711
utmuus,-12.865525,45.281777,31.286133,9.42593,2.98364,7.08343,26.771,13.7785,94.2954,24.5038
utnbqc,-12.774871,45.605227,34.800781,38.1448,17.3362,19.8059,-43.9186,117.258,266.42,2627.001
utnjnw,-12.965164,45.28083,44.134766,24.4268,11.4664,15.4452,-21.4917,59.2153,91.4565,124.8047
utnnhp,-12.82318,45.307795,25.870117,4.1565,1.66169,2.31863,-17.158,154.422,236.033,27.58158
utnxan,-12.756722,45.293542,36.817383,4.92185,2.11412,2.23143,-3.44637,141.701,139.108,36.82306
utobla,-12.892403,45.29324,38.31543,10.222,2.8267,4.06839,-6.38119,163.889,273.967,39.7061
utocwp,-12.76802,45.289197,35.665039,7.05758,2.30142,2.61848,-12.3026,145.839,303.873,65.42414
utogfx,-12.88411,45.388329,31.516602,6.67702,2.20107,3.27951,-15.8851,164.02,276.846,41.08295
utohkr,-12.851438,45.303413,33.014648,8.48546,2.40017,3.16379,-8.72288,156.562,262.082,55.24656
utoilh,-12.786273,45.23588,43.385742,5.8106,2.0929,2.22769,-6.87041,130.726,259.202,40.25677
utoluf,-12.852386,45.433757,7.720703,42.4482,7.08289,15.4524,-31.0441,113.831,212.619,191.5238
utopkf,-12.760956,45.290653,36.241211,7.41096,2.24911,2.89357,-5.94996,149.361,269.886,64.99097
utoqsc,-12.739091,45.310137,40.447266,9.48396,2.15215,2.92704,-11.2449,139.668,284.045,103.7832
utpbbu,-12.863568,45.361721,0.115234,26.3783,12.4598,14.3044,-49.8879,122.986,108.643,120.6283
utpbjh,-12.826079,45.343792,37.624023,5.70977,2.2862,2.56326,-25.6333,155.39,282.31,35.44075
utpmqf,-12.932121,45.365189,33.129883,8.65749,2.29773,3.18947,-23.3335,162.355,277.339,34.83618
utpojm,-12.818273,45.327247,39.525391,3.1887,2.36399,2.64802,-15.1896,87.9617,131.332,31.13301
utpxtf,-12.846499,45.307025,26.388672,5.07968,2.02076,3.07549,-30.1979,164.398,234.736,51.31247
utqhhg,-12.840294,45.38697,32.668945,4.10048,2.45962,3.7118,26.5535,55.1604,70.8463,71.25982
utqkbh,-12.871415,45.402757,6.280273,38.9417,3.98579,15.7289,-36.19,115.564,222.701,31.9913
utqmzs,-12.872095,45.387631,42.521484,8.17875,2.40557,4.2233,-11.4073,158.787,284.73,103.494
utqrcm,-12.814727,45.320774,27.483398,12.9699,3.8447,5.51991,27.0816,41.8351,119.025,31.99939
utqtvd,-12.897498,45.367417,31.228516,11.6288,2.57346,3.35283,-21.8115,157.656,274.362,66.56958
utqwah,-12.802694,45.31144,28.808594,11.4462,3.27569,5.76039,-50.6844,150.921,94.8898,91.64852
utremj,-12.869299,45.404921,46.669922,7.85211,3.82824,4.43281,-49.0424,120.051,269.286,197.7092
utrhze,-12.763212,45.357598,38.027344,29.5535,10.1863,13.7138,-34.2625,110.312,260.374,644.1519
utrqcs,-12.865496,45.268814,35.088867,16.8477,3.25171,9.1899,-40.9381,94.1436,93.3682,56.3645
utrqlw,-12.759543,45.290656,36.125977,7.31606,2.25171,2.93017,-4.59428,150.188,269.092,84.57288
utrral,-12.84317,45.41577,36.47168,3.14711,2.53205,2.90791,-33.7776,325.623,44.4982,32.22922
utryiy,-12.726481,45.366307,49.78125,42.5628,14.8154,16.7757,-28.611,109.428,242.837,2564.912
utsgph,-12.820456,45.359645,16.99707,12.8976,5.11778,5.65787,-42.2071,91.6518,241.192,45.20115
utsmqw,-12.807584,45.284789,41.426758,11.8616,2.61265,3.2464,-20.0366,152.89,252.198,55.40611
utsofk,-12.855814,45.372538,31.401367,6.51584,2.46357,3.00292,-25.2357,162.5,274.067,62.16593
utsthd,-12.808943,45.260305,25.870117,3.02391,0.994252,1.70333,-21.8895,122.234,202.945,4.200407
utszih,-12.865739,45.389804,29.557617,6.54802,2.40838,2.62378,-28.1003,157.457,282.307,84.44582
uttcpm,-12.866966,45.294737,35.895508,9.46794,2.35592,2.92837,-8.813,155.75,270.814,53.51109
uttgof,-12.78462,45.482826,20.626953,21.6748,4.25724,6.88829,-58.2962,87.7971,199.926,140.9729
uttmct,-12.881225,45.356645,32.092773,4.45188,2.16409,2.43348,-19.7334,162.563,306.409,35.75179
uttxdw,-12.838724,45.306321,36.702148,3.99571,2.07071,2.52488,-10.3542,167.16,270.813,31.2942
utufjm,-12.837988,45.292641,37.681641,12.048,2.51576,2.87075,-9.29416,161.209,274.308,50.32768
utusal,-12.751111,45.31371,30.364258,7.83189,2.02933,2.81505,-27.7075,137.283,157.654,40.9974
utuvmj,-12.750361,45.292836,42.060547,20.8027,7.71099,8.38051,-22.7738,108.179,214.098,145.1461
utvbkv,-12.836614,45.311367,44.941406,32.092,11.9958,16.9066,-6.81694,101.546,294.611,163.1304
utvhsc,-12.833281,45.418667,15.959961,9.62488,3.05484,4.53857,-75.1365,82.7048,207.099,52.30059
utvxqt,-12.866394,45.361715,29.154297,25.4117,2.37249,4.15384,-19.2853,123.689,215.899,101.2862
utwgco,-12.892126,45.554694,45.748047,40.549,14.4163,16.4651,-4.62213,116.293,184.458,428.5064
utwmmp,-12.796475,45.384171,32.78418,5.14196,2.10275,2.74288,-10.491,127.651,235.85,44.42917
utwrao,-12.986918,45.215212,34.166992,30.8313,6.20804,8.00117,2.53511,170.159,220.996,35.27559
utyvhl,-12.869932,45.363869,27.944336,5.53207,2.10126,2.65617,-21.1489,155.725,259.683,58.79127
utywjp,-12.858636,45.369652,30.479492,3.3054,1.90115,2.55919,-9.57423,108.218,201.68,22.85338
utzadh,-12.688318,45.364942,54.275391,25.5587,5.10887,8.54395,-29.2136,139.859,293.324,509.3101
utzbce,-12.799533,45.320446,25.322754,2.31071,1.20143,1.59065,28.6618,94.0168,65.6847,8.342445
uuaptq,-12.841261,45.569157,11.177734,33.5963,12.2929,15.1151,-58.2799,109.031,168.048,235.5278
uubefs,-12.886804,45.319181,34.166992,17.2796,4.04009,6.98541,-13.3334,143.492,320.743,41.97807
uuddxd,-12.820938,45.252356,32.611328,23.5293,6.43697,9.77433,16.5175,151.963,338.734,131.6941
uudghj,-12.693704,45.238266,19.013672,25.1685,9.96972,14.9747,13.14,157.814,311.619,44.75972
uudouq,-12.882704,45.392653,31.862305,6.41734,2.18464,3.09639,-18.6575,165.948,285.213,43.11832
uudxnx,-12.631447,45.209638,21.318359,36.3626,11.1098,23.6285,25.4261,172.674,285.694,69.48736
uueiyu,-12.847326,45.368234,36.241211,15.846,3.07784,3.60139,-15.595,123.927,333.057,71.25609
uufcmi,-12.789713,45.197713,9.794922,53.1585,17.4649,19.8735,1.19209,137.566,164.882,354.6574
uufekg,-12.854396,45.36966,37.27832,4.76431,2.2687,2.8275,-39.1633,108.448,239.398,35.71702
uufokd,-12.874723,45.286797,36.759766,4.72756,2.35124,3.01099,-2.90492,172.21,294.327,46.18907
uufotu,-12.886202,45.3732,36.990234,17.1552,4.49572,10.8622,-49.6495,109.425,261.91,94.95017
uufqjb,-12.824522,45.274669,29.211914,48.211,13.4119,15.2792,1.70626,81.0618,48.3706,39.40787
uuhlcx,-12.750251,45.243887,32.611328,9.79917,2.59025,3.59869,-23.4978,126.607,158.097,109.3568
uujtzf,-12.888332,45.378238,35.780273,6.90507,2.18827,3.36875,-12.0028,172.156,296.739,39.878
uukmbd,-12.79763,45.257452,40.735352,10.3459,2.50009,3.12509,-12.191,153.233,271.18,80.05591
uumnbe,-12.766127,45.406545,19.820312,23.7086,11.2671,14.2761,-8.37295,34.8799,135.586,74.47491
uumqsm,-12.802053,45.343841,26.791992,2.40687,1.80636,2.16772,4.00014,128.982,29.9982,13.97408
uumsvs,-12.936024,45.209578,17.573242,21.0473,15.3304,15.6327,-51.1656,58.5606,275.988,29.2148
uumtrz,-12.922252,45.378174,27.944336,18.3217,2.18899,5.09083,-8.21525,167.237,195.857,51.55477
uumzxa,-12.755884,45.235235,36.990234,10.8171,4.27728,4.88189,-1.31768,114.802,319.818,80.77651
uunbit,-12.874765,45.306963,38.142578,13.1958,5.40939,11.8901,-25.2532,140.504,298.631,80.77137
uunkpt,-12.737408,45.193531,6.453125,111.751,25.6775,27.9078,-5.65591,82.214,15.7365,827.7986
uuoeha,-12.920389,45.55178,39.755859,11.0015,6.41294,9.55404,-46.1361,122.071,89.5431,483.4162
uuotmx,-12.810544,45.349584,23.56543,6.26722,2.68783,3.4629,-46.4128,106.479,247.603,21.05931
uupgfo,-12.844546,45.394163,8.930664,20.7039,2.44222,4.21751,-60.2528,127.254,145.685,37.41414
uuqbdv,-12.830405,45.389869,34.858398,18.7453,3.47918,8.2354,-5.21493,138.62,289.126,53.9103
uuqtun,-12.905752,45.257915,36.298828,21.2862,3.36342,10.3998,-41.9339,82.5946,90.942,61.33663
uuqvib,-12.904557,45.363081,7.605469,43.7315,13.7551,25.5414,4.86032,126.781,228.344,105.8635
uuqxuy,-12.835388,45.410742,35.146484,7.78205,2.96334,3.7111,-11.9222,146.372,262.569,146.4137
uurhms,-12.53211,45.063171,9.794922,47.5794,4.33729,13.9427,29.1522,132.228,22.3212,153.7785
uurjee,-12.825452,45.386278,34.339844,11.0039,3.12101,5.4696,-36.4517,141.735,117.798,223.7532
uurrpa,-12.877657,45.338646,36.759766,8.3216,3.79924,4.55064,-27.3524,179.311,276.559,104.8679
uuscru,-12.802021,45.328001,35.43457,7.62386,2.36467,3.03384,-17.6183,140.78,274.402,65.94249
uusext,-12.77104,45.387098,3.168945,43.1506,6.39155,17.8894,-34.1348,56.6784,130.735,52.67497
uusoax,-12.860632,45.306994,33.533203,10.8204,3.90321,9.00387,1.83181,72.0158,11.5714,86.23738
uutgcr,-12.821106,45.330121,35.837891,25.2906,5.28445,10.3316,-27.2155,153.31,151.541,185.1326
uutjiz,-12.852228,45.34446,23.853516,37.2956,13.6602,16.4574,-12.9824,122.732,235.714,277.7605
uutuyr,-12.768293,45.1157,26.503906,99.2622,23.1888,42.1592,0.932322,64.6238,73.6326,933.1521
uuuidb,-12.730471,45.246814,43.212891,12.3614,2.32212,3.70586,-22.9463,117.526,287.706,114.0627
uuvudq,-12.78715,45.312913,34.916016,11.4938,3.15373,5.42339,-28.3795,125.747,212.744,125.605
uuvvij,-12.644149,45.20241,39.871094,48.1129,20.8201,30.0859,-6.1083,109.124,288.906,1587.214
uuweku,-12.894634,45.347255,27.771484,26.9718,5.91087,9.5152,-5.8139,142.407,180.137,115.0872
uuwjur,-12.829562,45.318583,34.685547,24.3757,9.53749,14.3808,8.96095,124.67,197.456,107.6306
uuwlmh,-12.815566,45.390616,35.837891,9.81056,2.31733,3.99858,-53.9422,90.3399,206.82,50.26078
uuwmrq,-12.7901,45.376264,39.294922,14.5752,5.69914,8.73646,47.4191,77.889,87.4567,163.4141
uuwuwf,-12.850095,45.337983,30.94043,18.771,3.13404,3.60281,-4.93043,143.25,145.399,50.54722
uuwvoi,-12.724763,45.223795,36.759766,13.341,3.65379,6.60504,4.24883,132.443,269.866,181.2425
uuxjuw,-12.782271,45.346761,37.393555,16.9414,3.50004,5.40553,-10.8288,122.161,205.283,43.43247
uuxrxr,-12.784256,45.281242,30.306641,17.5155,4.20484,8.40178,5.06263,106.795,202.136,84.31947
uuydzp,-12.800664,45.356804,34.282227,5.17515,2.26146,2.57377,-39.2242,100.898,100.41,28.86474
uuyhik,-12.756297,45.445435,46.669922,17.48,2.9807,5.79236,-22.9089,140.774,284.149,399.165
uvcbnp,-12.854997,45.315648,30.076172,25.6733,6.04236,11.3453,-3.12342,134.431,356.256,117.6106
uvecey,-12.796979,45.282653,36.644531,8.07455,2.74724,3.20931,-2.60954,141.884,319.779,106.2981
uvecyz,-12.937077,45.370222,39.755859,19.0887,3.62316,5.02867,-10.7349,166.519,276.885,97.68367
uveybn,-12.857672,45.246507,18.552734,24.7645,5.43383,13.5525,-0.492327,153.421,182.008,12.58028
uvfbhg,-12.687945,45.1951,43.443359,22.9739,7.22674,14.6088,-20.64,138.651,283.323,144.4406
uvfkxt,-12.768017,45.287758,37.047852,9.03421,1.94258,2.0531,-27.2788,142.649,259.023,29.57167
uvfsdu,-12.770248,45.341746,33.763672,6.25869,2.1426,2.49685,-12.0534,146.386,273.109,67.97472
uvfxqa,-12.801843,45.245922,36.817383,5.74479,3.10158,3.63183,7.61656,104.951,212.817,56.96163
uvfyhn,-12.85804,45.433748,7.029297,31.4222,9.38842,12.279,-43.3434,112.611,265.839,270.6949
uvgbpk,-12.62162,45.237004,45.402344,25.9172,13.7414,18.335,-1.07079,132.38,282.698,873.3412
uvglxx,-12.880881,45.615207,38.833984,15.8903,5.41923,9.42459,-36.6967,137.201,276.81,690.4488
uvgmwi,-12.827589,45.395635,21.606445,17.9674,5.76471,6.82694,-34.3339,86.9198,83.8576,66.85176
uvgxys,-12.807739,45.36111,23.450195,17.5232,3.60008,6.40117,-33.2544,100.307,102.297,51.02132
uvgzbq,-12.8467,45.413603,38.833984,7.62317,4.21261,4.9273,-38.9044,156.99,248.949,126.7372
uvhcor,-12.845436,45.305947,22.269043,2.37094,1.15319,1.80555,-30.7284,155.736,236.52,7.646139
uvhkir,-12.903152,45.367406,33.763672,10.5668,2.19785,3.37332,-20.0189,154.845,278.317,88.47636
uvhzig,-12.833079,45.310654,24.602539,6.09477,2.30714,2.8091,-49.8064,104.964,264.933,19.25013
uviccj,-12.91728,45.364497,37.220703,12.0148,2.35795,3.65261,-14.8112,160.022,273.293,52.43487
uvienf,-12.818823,45.254521,25.524414,17.6845,4.46051,4.78888,-15.415,64.8321,104.627,61.55678
uvjans,-12.828833,45.307783,36.817383,9.33687,2.25532,2.99377,-10.6488,30.6184,344.602,30.923
uvjbgz,-12.897385,45.309795,41.369141,13.7988,4.41731,8.0091,-18.5892,66.5812,97.2889,109.5735
uvjcee,-12.808598,45.44967,18.207031,22.2546,4.80363,8.47443,-37.9988,106.501,215.522,100.022
uvjcif,-12.810513,45.333744,31.977539,5.69277,1.96037,2.37176,-22.871,143.599,257.573,37.82476
uvjfrr,-12.846629,45.209447,13.799316,7.11903,3.31303,4.47076,-6.89676,92.8247,192.491,6.72916
uvjlpx,-12.808994,45.283345,41.426758,7.62774,2.78367,3.14807,-10.3631,141.925,284.439,83.20812
uvkflj,-12.89109,45.34222,33.821289,11.9458,2.75954,3.88507,-9.58355,165.169,283.11,39.12345
uvkiny,-12.923649,45.369527,38.430664,9.23277,2.33563,3.50801,-22.2311,163.104,279.52,65.15194
uvkozx,-12.818996,45.335166,30.709961,3.22007,2.03278,2.53459,-34.9237,155.884,246.673,27.63897
uvkvwq,-12.755387,45.330978,32.553711,8.90958,2.59767,4.60531,-27.5152,145.159,308.895,63.95839
uvkytw,-12.831614,45.286174,40.274414,8.90088,2.30689,3.28469,-27.3592,86.1127,149.538,40.49492
uvlsan,-12.817916,45.546862,20.223633,15.4555,3.19837,4.62356,-70.2829,65.1446,295.598,54.60069
uvlyze,-12.823307,45.3726,34.743164,5.92109,2.58447,3.39249,-15.7425,140.167,280.525,83.97874
uvlznh,-12.835368,45.399221,35.146484,8.03398,3.33559,3.53327,-19.6288,147.883,297.305,146.9382
uvmcnj,-12.750936,45.234527,37.739258,20.558,3.49952,7.62092,-38.5476,142.025,268.541,64.12916
uvmgct,-12.818313,45.347408,34.916016,9.37787,2.43281,3.29013,-22.4169,140.814,288.112,110.5867
uvmhdj,-12.824021,45.376199,32.841797,8.81185,2.84598,4.30449,-20.3634,145.288,303.58,135.1575
uvmids,-12.848737,45.366791,31.977539,8.78647,2.84118,5.45747,-31.6603,142.181,296.325,78.94014
uvmiqr,-12.829759,45.425154,18.322266,18.0815,4.07791,8.601,-56.8334,106.94,259.552,95.42634
uvmiwh,-12.772372,45.343901,37.163086,8.2782,2.3609,2.66522,-22.1247,142.222,151.204,77.6752
uvmqps,-12.749674,45.302196,34.62793,15.6605,3.07636,6.37288,-6.16674,156.936,285.668,35.38079
uvmrqa,-13.001859,45.257688,34.224609,40.6422,8.89801,16.4332,24.9545,171.314,334.111,132.561
uvmvpg,-12.804735,45.274715,39.12207,5.60161,3.86015,4.45552,0.975222,67.8593,9.02671,37.18071
uvnahf,-12.79784,45.358249,34.166992,5.37061,2.49734,3.47633,-49.4528,103.88,259.402,46.89276
uvndvb,-12.846675,45.399201,13.943359,29.0104,5.13141,11.1711,-61.8265,109.354,236.494,84.09128
uvnfia,-12.893862,45.314844,36.817383,9.76208,2.28184,3.16428,-12.8569,157.428,271.614,52.09092
uvnjee,-12.824473,45.253068,39.237305,10.9941,2.85699,3.91955,9.27861,117.623,227.803,45.59356
uvnnfa,-12.784929,45.266121,37.163086,3.3013,2.07612,2.16549,19.1793,141.934,310.373,22.7066
uvoddj,-12.857115,45.314923,29.211914,6.28283,1.98141,2.85605,-11.6707,159.479,261.856,23.41604
uvognq,-12.821225,45.393486,37.681641,7.69213,3.68718,6.62167,61.3517,294.852,119.463,120.1793
uvojks,-12.880489,45.341521,27.771484,11.3011,3.47915,5.24982,-24.6976,155.491,272.417,33.98517
uvooqa,-12.802541,45.24232,19.589844,97.3821,28.1216,30.4269,-1.81273,118.826,160.228,2761.428
uvpcpj,-12.792821,45.321541,35.837891,8.86211,3.38545,5.26784,9.02737,117.775,329.354,112.898
uvpexm,-12.814756,45.335175,37.047852,3.63602,2.2778,2.91324,-2.67828,116.166,253.961,28.88362
uvpgrb,-12.827368,45.283304,41.196289,6.54021,2.28038,2.51218,-13.7726,143.234,279.622,51.76697
uvpqvl,-12.876974,45.350891,32.553711,9.16831,2.20075,3.26921,-20.9577,153.444,267.954,80.31709
uvpytw,-12.851553,45.361024,48.110352,8.71565,3.81859,5.2583,73.5331,13.2404,231.027,54.52213
uvqdla,-12.881056,45.274539,35.895508,19.6644,3.57892,10.3002,-41.232,96.4495,93.0285,78.13539
uvqefq,-12.779363,45.30645,31.631836,8.48648,4.63475,5.68848,-11.7396,137.995,164.787,52.6404
uvqgmk,-12.793497,45.30642,34.051758,4.18008,2.17275,2.64116,-3.06899,150.574,295.873,39.84428
uvqgxa,-12.844569,45.407126,32.668945,4.4025,2.45508,3.06477,-53.5567,111.475,178.085,31.11149
uvqlne,-12.787837,45.303552,37.624023,13.6021,2.15141,3.27875,-20.8315,151.388,280.736,81.08249
uvrprm,-12.775724,45.258223,37.681641,5.46435,2.24152,2.29232,-1.43396,143.687,161.063,40.62138
uvstzk,-12.811995,45.369742,19.532227,11.8428,2.8279,5.00563,-68.7776,110.896,237.192,23.28312
uvtanl,-12.727703,45.272733,39.525391,23.3248,4.91202,7.63654,-8.04275,149.423,254.443,313.6835
uvteue,-12.79009,45.370504,39.525391,12.5865,5.2388,6.18519,-8.5524,128.62,294.294,126.5652
uvtzbx,-12.829658,45.367548,34.455078,6.07194,2.77154,4.91412,-26.8661,127.351,240.834,64.69112
uvuhjx,-12.792148,45.338101,35.780273,7.36511,2.51307,2.85102,-15.0871,137.409,297.419,60.83352
uvupma,-12.846424,45.272459,28.001953,32.215,13.0863,20.8112,-1.73103,141.018,197.428,451.4022
uvuqzr,-12.837802,45.21199,21.087891,117.325,13.4932,22.6599,2.53793,84.6332,0.92523,123.5384
uvvasm,-12.648986,44.931843,29.730469,28.0453,11.9914,14.127,-4.33814,99.69,251.35,1201.186
uvwigw,-12.979143,45.214511,45.287109,20.0733,4.84485,8.95506,-24.0895,80.3166,229.511,138.7543
uvwnbs,-12.819181,45.25632,18.178223,14.884,2.81623,7.81019,50.3952,117.696,92.8198,3.521093
uvywst,-13.002041,45.344156,22.009766,32.9116,12.9268,17.9056,-4.84704,169.433,324.768,288.8179
uvzpth,-12.750912,45.224449,36.702148,8.89614,2.05804,2.82494,-16.2247,130.352,148.319,24.63626
uwaeqx,-12.944075,45.334188,37.105469,32.9265,13.4436,28.7106,8.88063,119.915,271.043,734.1868
uwbbpc,-12.835407,45.422264,19.474609,18.0513,4.33997,8.41728,-48.3207,110.778,264.261,90.43968
uwcmww,-12.784555,45.43963,31.228516,20.6367,5.08447,10.2687,-65.9852,114.223,102.849,222.0685
uwcrdb,-12.820591,45.116987,18.783203,28.4685,7.61298,9.51063,7.2498,86.62,13.2453,65.10159
uwdrvi,-12.762941,45.230898,38.027344,25.7726,3.67561,9.3535,-41.7694,121.993,205.423,191.7139
uweerp,-12.922939,45.367368,37.220703,49.4193,16.5896,22.5497,-3.56355,116.619,288.194,239.796
uweknz,-12.863589,45.373244,5.646484,64.3243,21.3149,31.837,3.74021,71.0009,46.6805,357.1395
uweoev,-12.948373,45.364437,31.458984,22.7051,11.4001,14.0928,-34.156,45.0705,89.6523,187.0553
uwevog,-12.766667,45.317996,28.635742,10.5888,2.30436,4.11577,9.16714,162.881,198.853,47.56589
uwfkdr,-12.775213,45.351095,37.27832,6.18418,2.14093,2.34749,-7.40695,27.6503,112.511,33.48599
uwheif,-12.793479,45.29778,30.94043,23.2779,5.87114,7.01443,-45.2824,122.18,269.355,54.4462
uwiwuw,-12.679529,45.221029,41.830078,35.1562,4.19866,8.1004,-0.642542,157.721,304.351,170.5263
uwkqvr,-12.905865,45.309777,35.376953,19.1848,5.3455,8.2157,-20.7888,69.3316,155.037,90.76811
uwlnrt,-12.840273,45.375448,34.166992,6.70776,2.18801,3.19396,-8.30925,156.369,283.241,66.00315
uwlptn,-12.768017,45.287758,37.047852,11.7306,2.36824,4.12631,-31.9023,129.441,219.246,44.76478
uwlqxp,-12.896502,45.403072,5.675293,26.5616,5.31721,8.44758,-59.053,109.258,183.662,6.504707
uwmtsi,-12.83056,45.144321,17.746094,50.2741,21.5262,41.5908,4.63884,91.5105,271.414,52.84695
uwocjc,-12.729485,45.47283,50.933594,44.3085,22.2152,28.4615,-5.15876,149.231,220.792,1115.169
uwoubt,-12.934224,45.35582,39.986328,14.097,2.54641,4.35057,-18.6343,155.348,270.429,90.09764
uwpagl,-12.713656,45.313071,35.146484,21.8816,4.13278,11.4106,-5.46501,166.597,190.424,89.91597
uwpfgk,-12.846511,45.312785,37.451172,11.7838,4.24029,9.12573,28.464,114.633,27.1141,104.531
uwpqpv,-12.857311,45.420066,4.206055,41.5831,12.4574,24.8817,-44.0843,132.072,252.097,38.16515
