Name,bias_lat,bias_long,bias_depth,semiMajorAxisLength,semiMinorAxisLength,semiIntermediateAxisLength,majorAxisPlunge,majorAxisAzimuth,majorAxisRotation,scatter_volume,ref_lat,ref_long,ref_depth,majorAxisPlungeSin,majorAxisPlungeCos,majorAxisAzimuthSin,majorAxisAzimuthCos,majorAxisRotationSin,majorAxisRotationCos
umjldc,-12.888316,45.369595,31.170898,16.5203,2.72865,3.34571,-21.8511,141.916,256.97,40.48594,-12.77773,45.374487,29.355957,-0.37219577012882366,0.9281542483327929,0.616816097370621,-0.7871073001976774,-0.9742521471294535,-0.22546120245765047
umjsgb,-12.778734,45.344608,44.134766,11.1386,2.8937,3.55415,-13.1199,134.057,291.765,115.0001,-12.790888,45.42306,39.352539,-0.2269895755999452,0.9738971878843047,0.718648372169415,-0.6953736529221178,-0.9287125093329467,0.3708005865805791
umkehm,-12.718654,45.338252,35.549805,14.3744,3.22882,9.78668,-12.892,158.914,331.014,68.89954,-12.804659,45.417636,31.430176,-0.22311401149713114,0.9747923562860237,0.3597688338222013,-0.9330414707879888,-0.4845958958653873,0.8747381423662871
umkhbe,-12.782229,45.325163,34.282227,23.8704,4.54595,5.64246,-58.7936,126.591,127.834,63.28162,-12.81273,45.384861,29.615234,-0.8553063906520435,0.5181225512461063,0.8029111200707199,-0.5960987613363931,0.7897911669081132,-0.6133758331348904
umksqu,-12.749519,45.233091,34.973633,8.1455,1.96818,2.72914,-20.9315,130.257,156.124,19.64114,-12.832765,45.329737,29.528809,-0.35725155111539814,0.9340082061875271,0.7631535251508785,-0.6462172212575176,0.40475858944682774,-0.9144235803329955
umktym,-12.708078,45.350509,51.970703,26.5067,4.23921,8.62385,-34.0166,128.799,147.811,232.1315,-12.782243,45.559504,37.883301,-0.5594330726233349,0.8288755257909444,0.7793489011123873,-0.6265902092555503,0.5327138088257378,-0.8462954554328974
umldjd,-12.838388,45.528834,41.369141,8.7806,2.85952,5.39754,-19.2217,159.165,293.889,227.2899,-12.763902,45.58976,37.422363,-0.32922429289524285,0.9442517487236268,0.3556779486269021,-0.93460857949227,-0.914331719985563,0.4049660551555427
umlfvq,-12.869237,45.370352,30.537109,13.8398,2.62899,4.46499,-10.1513,174.122,164.152,109.5679,-12.867507,45.390881,29.29834,-0.17624813445002244,0.9843457700944759,0.10241059075580526,-0.9947422132899795,0.2730862572591356,-0.9619895509288016
umlhvl,-12.922214,45.358004,35.549805,7.42453,2.85802,3.10592,12.4932,32.3509,62.2822,86.72497,-12.814809,45.362536,41.311523,0.2163237432714152,0.9763216878145455,0.5351030458774544,0.8447867957613158,0.8852491711991108,0.46511708729231543
umllod,-12.791692,45.14371,5.473633,24.9684,9.37177,23.1245,-40.9999,271.127,268.739,26.71852,-12.814915,45.423019,40.389648,-0.6560577117728009,0.7547107252606369,-0.9998065545277921,0.019668592305123345,-0.9997578204976989,-0.022006825161546624
ummayi,-12.83307,45.306334,26.331055,27.9718,4.51369,9.02866,-26.3585,121.363,242.668,43.65784,-12.789441,45.402904,36.241211,-0.4439862881541239,0.8960335796894686,0.8538870726174178,-0.5204583241882645,-0.8883609358410319,-0.459145780413635
ummerw,-12.851623,45.399912,8.930664,29.7615,2.94597,5.21844,-53.4728,126.651,210.118,32.37316,-12.789796,45.403983,32.006348,-0.8035743900881822,0.595204334320917,0.802286446776424,-0.5969392408937949,-0.501782507741134,-0.8649938236340297
ummhqd,-12.767296,45.28128,41.599609,13.2534,5.58404,9.5259,-14.6222,135.602,306.578,136.5617,-12.818093,45.421933,32.697754,-0.25244429090167375,0.9676114302710315,0.6996384002857609,-0.7144971020554117,-0.8030463499211702,0.595916571239872
ummiur,-12.812009,45.376942,34.397461,6.23387,2.15257,2.61634,-18.163,146.674,297.431,61.95558,-12.813853,45.421941,31.314941,-0.311721388245986,0.9501735505211641,0.5494020388069242,-0.8355581366696125,-0.8875662631548905,0.4606800717518217
ummwgp,-12.936903,45.283776,40.447266,16.702,6.20202,10.7248,27.6052,22.8403,81.9802,199.7867,-12.780718,45.27909,42.694336,0.463376462497263,0.886161528167141,0.38816389929570005,0.9215903576337795,0.990219914841455,0.1395153047209573
umnayg,-12.718979,44.940943,35.088867,20.9471,3.46661,5.59257,2.36726,99.2579,328.819,91.86377,-12.782704,45.389597,30.335449,0.04130472735963518,0.9991465955993376,0.9869741938308814,-0.1608786521322261,-0.5177433313651898,0.8555359973881141
umnrtd,-12.905859,45.306895,28.232422,18.9996,4.10641,9.29044,-31.9525,140.549,249.702,97.44852,-12.807522,45.439952,34.599121,-0.5292160237129084,0.8484871243840406,0.6354180856598282,-0.7721682824465139,-0.9379010443793256,-0.3469029128620432
umonao,-12.827599,45.401395,24.948242,9.70737,2.31519,4.24972,-56.4737,78.5444,265.958,26.40222,-12.770072,45.442173,35.290527,-0.8336323832314669,0.5523196987504833,0.9800789058112016,0.19860850531615662,-0.9975126480803849,-0.07048770757840168
umoznf,-12.872795,45.384029,31.516602,10.3535,2.28635,3.08344,-41.965,140.259,118.731,81.89731,-12.788193,45.304631,40.591309,-0.6686765202011006,0.7435534354246149,0.6393182246997484,-0.7689422654313924,0.8768862094151005,-0.4806980088762761
umppif,-12.876971,45.349451,34.512695,10.494,2.41262,3.80611,-15.9659,151.535,272.405,67.00558,-12.832532,45.393465,34.685547,-0.27506520514227095,0.961425573260895,0.47662183244073203,-0.8791084283754984,-0.9991191719543153,0.04196284348472307
umqldm,-12.72895,45.202191,43.097656,38.1991,7.88811,17.8096,4.55207,142.269,179.683,703.3924,-12.830342,45.355305,38.084961,0.07936505463944138,0.9968456189912651,0.6119550437854029,-0.7908925492034968,0.005532665502260801,-0.9999846946890938
umqplq,-12.633447,45.52478,16.824219,41.982,10.9989,25.3889,-43.0586,115.087,95.854,754.7029,-12.805645,45.645158,36.327637,-0.6827460046952326,0.7306557965777712,0.9056650234967728,-0.42399394478528823,0.9947850236681164,-0.10199390513959682
umqwdl,-12.846645,45.381917,9.103516,31.6875,16.1512,22.2349,-28.7764,121.757,131.623,166.5973,-12.797061,45.41639,26.230225,-0.4813926845357799,0.8765050389332825,0.8502879294906734,-0.5263178098473047,0.7475315131913961,-0.6642263445436214
umrflt,-12.831085,45.374746,6.683594,39.8994,20.8191,32.5871,-25.7012,108.195,255.605,232.0145,-12.773555,45.411211,31.314941,-0.4336779566054342,0.9010679385898352,0.9499993042708774,-0.3122520166225493,-0.9686048597272494,-0.2486053613918159
umruym,-12.82369,45.220667,18.091797,74.5202,25.9929,46.0867,8.01017,103.031,272.301,70.83278,-12.771003,45.366941,40.850586,0.13934887133400772,0.9902433499185633,0.9742482119407481,-0.22547820633102272,-0.9991936945303456,0.04014923175850836
umsamt,-12.712353,45.369214,50.472656,23.0401,5.27874,10.9089,-14.3107,121.916,273.272,369.7428,-12.772744,45.59875,33.360352,-0.24717997232524408,0.968969587387185,0.8488240867074247,-0.5286753917341966,-0.9983698284913184,0.05707613825597765
umsbhj,-12.832335,45.292654,37.451172,66.69,16.5401,18.8963,-0.912051,123.623,170.572,320.7115,-12.808747,45.334107,35.866699,-0.015917620643149173,0.999873306650928,0.832699028001012,-0.5537258606622684,0.16380807283047427,-0.9864922276812758
umsuav,-12.752501,45.30219,40.389648,8.4415,2.76658,5.07571,-7.67004,154.248,323.514,72.16613,-12.756376,45.296782,39.611816,-0.1334679813710922,0.9910531256944431,0.43447669743941775,-0.9006830737735314,-0.5946263497112891,0.8040021792439543
umtfim,-12.950125,45.605056,43.558594,19.6826,7.81859,15.0659,5.09367,58.0554,41.342,1363.349,-12.809192,45.663155,33.850098,0.08878425436299331,0.9960508803154623,0.8485600851587796,0.5290990284203182,0.660552195959919,0.7507801252114554
umtida,-12.856738,45.510086,41.023438,74.399,28.9103,36.7936,-6.64407,111.309,274.864,5579.384,-12.882418,45.432627,14.202637,-0.1157011855721222,0.9932840659434768,0.9316341567216507,-0.36339757570674386,-0.9963987685523473,0.08479088410534309
umtwbj,-12.898966,45.397666,25.582031,101.822,20.4324,25.4358,-0.985089,112.998,318.119,820.0456,-12.858625,45.363891,38.084961,-0.017192199441180674,0.9998522032172429,0.9205184919809982,-0.3906989965702867,-0.6675856957001319,0.7445329669642379
umuzjw,-12.819605,45.288362,45.402344,79.6144,24.7099,35.6546,-5.00667,65.0201,77.862,3105.361,-12.724425,45.40158,34.743164,-0.08727171262956715,0.9961845452398377,0.9064559904755902,0.4223002928378297,0.9776439974255988,0.21026700715446492
umvbxz,-12.776462,45.2719,29.327148,10.3927,3.32957,5.1643,-22.8519,145.468,270.961,32.4479,-12.781175,45.328405,28.030762,-0.38835047485784424,0.9215117517849064,0.5668664274560443,-0.8238097191847285,-0.9998593430054526,0.016771827709127527
umvubx,-12.944899,45.093569,39.294922,24.1734,3.3702,5.65034,-16.0981,70.2527,162.519,96.52191,-12.787495,45.308953,36.615723,-0.2772827925066198,0.9607883497314749,0.9411919381615304,0.3378723657533151,0.300389518458699,-0.9538166161270997
umvzrn,-12.971814,45.115102,45.863281,76.9267,22.2823,32.6255,-3.53966,78.3555,85.6618,2964.199,-12.807506,45.429872,31.199707,-0.06173943134768206,0.9980923016519389,0.9794187826719529,0.20183866861775976,0.9971349223995745,0.07564354917106038
umxlxu,-12.999405,45.453688,49.666016,12.0728,4.8828,8.85367,-15.9141,142.475,270.689,264.4667,-12.802819,45.64588,35.63623,-0.2741958866833204,0.961673861413498,0.6091075367459395,-0.7930876424956411,-0.9999276967282413,0.012025028721552507
umynfs,-12.668542,45.370737,8.181641,25.1543,10.0637,10.9107,-62.6191,67.1325,244.349,137.1717,-12.745664,45.424577,33.936523,-0.8879687470311304,0.45990379895796063,0.9214059809163667,0.3886013617211706,-0.9014475619231572,-0.4328883148143359
umyulk,-12.840238,45.356726,33.936523,5.04584,2.10009,2.73584,-16.2195,138.127,248.069,42.88709,-12.841397,45.411812,33.043457,-0.27931791546376505,0.960198678452005,0.6674817327797011,-0.7446261722538415,-0.9276343122914652,-0.3734897356816389
umzlps,-12.849471,45.381912,5.876953,85.7364,30.5276,55.1627,-7.21526,178.578,269.613,268.5807,-12.796451,45.635805,34.195801,-0.12559746621102627,0.992081285218792,0.02481603415788666,-0.999692034803056,-0.9999771889635524,-0.0067543728466673844
umzvbn,-12.989206,45.28798,33.417969,43.2874,19.1802,36.2134,-8.31902,4.7052,80.0087,2551.155,-12.836369,45.366455,32.928223,-0.14468467762868176,0.9894778138288318,0.08202896023247086,0.9966299462103172,0.9848341090312318,0.1734986388668796
unaagt,-12.804323,45.428077,5.185547,29.5365,15.3938,24.7611,-43.1815,154.218,296.444,55.38807,-12.765127,45.442901,32.467285,-0.6843116965491363,0.7291896200344894,0.43494823441537417,-0.9004554588534341,-0.8953700408494962,0.4453229052599601
unasll,-12.89184,45.364547,42.751953,29.0623,8.967,13.0874,-5.72396,76.5824,130.46,201.6428,-12.843118,45.385525,33.821289,-0.09973585426985757,0.9950139493359185,0.9727046444702513,0.2320467078542636,0.7608591805274462,-0.6489170265967007
unauio,-12.858449,45.277472,38.776367,4.93373,3.36331,3.96322,-35.4185,78.5747,95.3785,43.04395,-12.758286,45.368405,40.735352,-0.579544335422946,0.8149407115116878,0.9801837998407432,0.19809017777204865,0.995597208258309,-0.09373472626653019
unaxzl,-12.69917,45.163404,40.908203,34.975,2.53826,6.89802,-10.8815,141.882,181.891,98.70971,-12.830232,45.300579,41.311523,-0.18877837250417726,0.98201971776267,0.6172830676155671,-0.7867411355936051,-0.03299818470733448,-0.9994554116147556
unazrt,-12.833181,45.072304,13.367188,45.6104,19.5998,25.2491,-9.26735,94.9194,264.501,198.7055,-12.797672,45.276171,39.006836,-0.16104143516431174,0.9869476461090623,0.9963163174310659,-0.08575427464913761,-0.9953978710395267,-0.09582837956460408
unbrha,-12.829022,45.407153,20.223633,7.27477,2.52501,3.50354,-65.3125,86.9407,130.084,26.17418,-12.749503,45.396856,33.446777,-0.9085993203585255,0.4176688581209108,0.9985748332253574,0.053369489869676615,0.7651012443410887,-0.6439099982976795
unbwez,-12.826224,45.42444,17.458008,20.8108,7.95852,8.68246,-31.3992,94.6366,111.518,48.92538,-12.851986,45.405312,21.577637,-0.5209977139723936,0.8535580718589333,0.9967274447788063,-0.08083564080720612,0.9303023823135114,-0.366793507933013
uncrjs,-12.705511,45.511731,54.505859,19.1306,5.17933,6.29512,-14.8161,134.421,155.626,503.4797,-12.822258,45.651985,34.858398,-0.2557174232950366,0.9667515706857409,0.7142161916408472,-0.6999251614265947,0.4126911321687546,-0.9108710278789591
undtkw,-12.777888,45.277656,37.739258,5.6691,1.97805,2.50601,-12.6842,141.115,194.728,26.05749,-12.807417,45.378031,34.080566,-0.21957718061898962,0.9755951320867768,0.6277592925518678,-0.778407522198224,-0.2542306104617085,-0.9671436277535344
unefjf,-12.969686,45.429239,28.117188,44.3558,20.6512,24.793,-16.4884,89.3377,98.9618,665.4854,-12.791119,45.354303,38.862793,-0.28382121797329485,0.9588772164506546,0.9999331918549155,0.01155905821599986,0.9877924183942651,-0.1557759229239522
unemqc,-12.765155,45.271926,24.602539,16.7177,7.42553,13.4461,35.5804,146.496,7.81351,35.936,-12.806803,45.432033,28.779785,0.581844786907725,0.8132998487324979,0.5519952001796969,-0.8338472875644414,0.13594918103773562,0.9907158120143077
unfdcv,-12.837519,45.41722,5.473633,31.5399,15.8123,25.2602,-30.441,157.082,157.193,43.94997,-12.799352,45.412966,39.006836,-0.5066508363464102,0.8621513382402669,0.38941332986322086,-0.9210631132147451,0.38762821039048073,-0.9218158007484322
unfgld,-12.943028,45.574805,36.529297,16.6284,5.40607,9.45709,-50.8359,140.317,228.77,334.4294,-12.81838,45.664588,35.405762,-0.7753403491825943,0.6315436191819318,0.6385395039586833,-0.7695890474040016,-0.7520699167772584,-0.6590833333339933
unfibo,-12.927527,45.622366,20.050781,84.4018,24.1208,31.3619,-3.94475,107.269,304.222,2570.156,-12.852293,45.653761,34.253418,-0.0687944960221955,0.9976308522279431,0.9549215550385084,-0.2968582552714965,-0.8268646887861103,0.5624009125514012
unfosy,-13.018857,45.274942,17.861328,32.7671,14.4296,24.3715,-14.8655,166.767,267.0,151.4511,-12.784886,45.42559,32.467285,-0.25655085424374324,0.9665307337000751,0.22891157339806553,-0.9734472207389685,-0.9986295347545738,-0.052335956242944306
unfqym,-12.869232,45.367471,37.681641,9.10929,2.52323,3.73776,-10.7555,155.033,273.268,118.5861,-12.807499,45.425552,37.652832,-0.18661834361718851,0.9824324881769622,0.42209619585996,-0.9065510473440259,-0.998373810724496,0.057006438754303494
unfxka,-12.872168,45.430843,5.416016,39.2058,5.92832,17.055,-29.4634,112.014,210.314,242.5454,-12.800805,45.437443,34.397461,-0.49186748471814024,0.8706700738379896,0.9270922932305687,-0.37483313598518087,-0.5047385760829775,-0.8632722454786372
ungitt,-12.877717,45.370336,27.310547,6.1463,2.16547,2.8195,-21.7649,156.139,263.234,60.24517,-12.831503,45.411829,26.763184,-0.3707989656709053,0.9287131565006425,0.4045191800451836,-0.914529514545907,-0.9930355956013136,-0.11781470989967434
unhmev,-13.079443,45.195515,6.222656,35.3351,14.2244,21.9154,22.2293,18.1414,71.7761,748.3844,-12.869743,45.271684,7.086914,0.3783142104545315,0.9256772429784392,0.31136315911367596,0.9502909991927482,0.9498416834631602,0.3127311566759373
unhqya,-12.879233,45.429391,45.632812,66.2066,23.7731,31.0541,-5.83865,116.432,245.238,776.3261,-12.854338,45.339414,41.426758,-0.10172739057640054,0.9948123129548189,0.8954632894223281,-0.44513536963146816,-0.908055470017527,-0.4188499294153554
unhsyg,-12.683493,45.115949,38.027344,28.5098,11.619,17.1285,-2.91821,92.1351,233.995,575.4544,-12.815399,45.304212,38.833984,-0.0509103549532936,0.9987032270692479,0.9993057579370525,-0.03725590092660579,-0.8089656973547685,-0.5878558501055451
uniktq,-12.829695,45.38771,28.232422,4.33955,1.9585,2.11819,-18.6816,161.713,267.79,32.56628,-12.786313,45.434227,24.458496,-0.3203087863980726,0.9473131907432694,0.3137770300794004,-0.9494966958312973,-0.9992562012543986,-0.03856221278179875
unilud,-12.933352,45.275859,37.624023,33.249,9.26932,16.6846,-23.1447,75.2285,90.5465,41.81706,-12.802588,45.44788,29.70166,-0.3930546070727385,0.9195151308482613,0.9669503325226249,0.25496481018835754,0.9999545114828804,-0.00953807973514952
uninht,-12.872811,45.392672,26.791992,10.237,2.53714,3.11305,-21.5883,156.441,153.003,47.28988,-12.796385,45.43547,23.839111,-0.3679346813772296,0.9298516388326885,0.39969319469341225,-0.9166489786803748,0.45394384612473665,-0.891030293853964
unixfd,-12.866506,45.425091,5.416016,39.3282,5.84268,17.2387,-28.6836,112.505,210.295,192.0289,-12.806838,45.454353,32.98584,-0.479972408721608,0.8772835840627463,0.9238461335640187,-0.3827640546065074,-0.5044522764184902,-0.8634395756601635
unjsbw,-12.801735,45.201282,15.499023,9.6463,4.01264,7.34511,-44.4756,148.821,271.389,15.84112,-12.756725,45.294982,36.356445,-0.7006054556746334,0.7135488739245122,0.5177134672097214,-0.8555540695185131,-0.999706161998776,0.024240248795691772
unkitf,-12.887959,45.628164,28.808594,26.5944,5.53695,10.5631,-52.0399,135.986,198.476,1408.473,-12.82473,45.650182,35.463379,-0.7884393007585042,0.6151125661368341,0.6948341175913462,-0.7191700418058691,-0.31690739569584003,-0.9484564842697214
unklxp,-12.977058,44.982513,38.949219,39.4482,11.8221,15.8981,-21.7167,65.4676,159.095,1374.678,-12.7149,45.410594,38.51709,-0.370017555820888,0.9290247619866415,0.9097266218934974,0.4152077473003673,0.356819522680983,-0.9341733395006065
unleog,-12.844948,45.245097,23.507812,84.4381,26.1705,55.0549,-6.03832,103.002,266.178,2274.641,-12.850086,45.333662,41.081055,-0.10519358619718569,0.9944517632459481,0.9743622119185084,-0.22498506613833677,-0.9977759473863881,-0.06665702376490953
unlwrz,-12.87642,45.438038,3.917969,40.053,5.62243,15.1306,-21.0768,110.02,198.692,1338.192,-12.747371,45.389662,17.371582,-0.3596190104442667,0.9330992269459268,0.9395731759868017,-0.3423481370857371,-0.3204807319564051,-0.9472550345311904
unmeco,-12.966722,45.351433,20.972656,28.8522,14.6086,19.9994,-26.0156,155.327,312.6,943.3621,-12.82638,45.317509,39.554199,-0.4386158464177776,0.8986746570763062,0.41743890302743086,-0.9087049918643868,-0.7360970871197339,0.6768759696826612
unmpaa,-12.846709,45.419364,4.263672,44.3092,23.3739,39.4852,-10.597,80.4719,82.0872,360.5426,-12.813453,45.39422,42.80957,-0.18389988398605644,0.9829449794723584,0.9862045373868844,0.16553129745616504,0.9904787331148337,0.13766582454347198
unmrwy,-12.903624,45.254319,36.356445,20.847,3.68563,10.9354,-38.2327,92.1253,93.9994,72.3578,-12.834508,45.317852,41.426758,-0.6188568009585668,0.7855038255204929,0.9993121156531904,-0.037084976860510675,0.9975647806932115,-0.06974602727399466
unnvzo,-12.849461,45.376151,39.294922,9.67477,2.77112,7.8523,-21.7034,134.395,296.134,122.3814,-12.786612,45.401469,37.739258,-0.3698018924594947,0.9291106286838916,0.7145337340569529,-0.6996009883459484,-0.8977663525024784,0.44047199265605497
unoekz,-12.824062,45.399241,30.306641,28.2646,5.3446,9.45671,-24.6438,111.873,208.366,122.1678,-12.814851,45.385577,36.702148,-0.416975739931095,0.9089176157985475,0.9280119172235707,-0.3725505086441737,-0.4751021313871595,-0.8799306590586432
unopew,-12.802141,45.391361,29.442383,3.59379,1.96027,2.46809,-4.60396,166.799,276.509,36.23895,-12.748814,45.406935,28.491699,-0.08026781654769327,0.9967733331237678,0.22836786223325786,-0.9735749172503427,-0.9935540614997224,0.11335928227280671
unpuav,-12.823364,45.404283,29.672852,15.9262,3.28328,4.80942,-36.3847,137.778,161.509,46.0325,-12.7947,45.379495,32.409668,-0.5932039303310722,0.8050522324916368,0.6720049883435161,-0.7405466194922713,0.3171556901596945,-0.9483734856053958
unpvxp,-12.53675,45.208442,47.246094,57.1493,5.83426,17.6624,-15.3379,140.479,195.19,744.0205,-12.750085,45.555582,39.698242,-0.2645110274245266,0.9643826607580734,0.6363609927281991,-0.7713913967202259,-0.2620207474967041,-0.9650622404183413
unqslr,-12.891137,45.366709,34.282227,10.2972,2.24299,3.89846,-15.3749,159.807,273.793,47.30823,-12.797562,45.399649,36.500488,-0.2651337433770211,0.9642116459174759,0.3451835378690366,-0.9385352018886747,-0.9978095577297018,0.0661519954593726
unrpbl,-12.818783,45.23724,19.87793,20.4199,7.57953,12.444,70.8632,46.9208,273.665,34.53564,-12.751129,45.322349,33.245117,0.9447385513711396,0.32782475433249497,0.7304102763438777,0.6830086589577472,-0.9979548526243159,0.06392270428869394
unrslp,-12.773337,45.500121,47.130859,17.0803,3.57267,6.06368,-21.2119,155.592,298.489,324.8062,-12.802113,45.6466,36.903809,-0.3618182005093321,0.9322486737883775,0.4132315812238882,-0.910625971669601,-0.8789087043710053,0.47699003069338963
unsats,-12.838248,45.4309,19.244141,18.5832,6.47804,9.04111,-42.7562,82.6654,264.573,124.5261,-12.777773,45.398245,34.253418,-0.6788802029010593,0.7342490518271144,0.9918175294606674,0.12766357450164964,-0.995517506566578,-0.09457745037514685
unscxc,-12.70965,45.441192,2.304688,51.9262,15.477,21.8915,-23.0439,67.5714,143.259,5773.094,-12.806713,45.654877,38.200195,-0.3914363041254029,0.9202052052736092,0.924355701761396,0.3815318291062976,0.5981987325350625,-0.801347787414082
unsjti,-12.870006,45.40564,6.395508,39.3952,4.84831,13.1964,-41.1015,118.28,196.269,44.42299,-12.872865,45.42436,30.018555,-0.6573949738122918,0.7535461819997074,0.8806427878679091,-0.47378083559409295,-0.2801473632270987,-0.9599570067856706
unswgi,-12.892356,45.271632,36.817383,20.6671,3.48588,9.92577,-44.2456,80.3381,90.2944,56.56609,-12.836344,45.352773,40.706543,-0.6977354497438166,0.7163555277729028,0.9858152916063275,0.16783387868702593,0.9999867992260172,-0.0051382267082287275
unswvh,-12.770809,45.271913,44.883789,10.341,2.54737,3.3309,-24.0804,131.162,324.437,43.929,-12.824441,45.414722,41.455566,-0.408018170042105,0.9129738073545658,0.7528516027756866,-0.6581902948221584,-0.5815977712540271,0.8134765100925461
unszkd,-12.746895,45.325237,32.553711,10.806,2.55337,3.31128,-20.1961,140.866,153.503,48.28878,-12.764341,45.39539,26.993652,-0.34523431700496965,0.9385165242882578,0.6311362115702397,-0.7756720198929221,0.4461509538445944,-0.8949577232381195
untcmq,-12.806342,45.369753,25.293945,13.4562,4.16786,4.71752,-34.2721,88.861,95.1606,54.68076,-12.762759,45.307566,33.79248,-0.5631237161709626,0.8263726037846397,0.9998024132192713,0.019877990867326032,0.9959464875214039,-0.08994772923080423
untkzp,-12.850258,45.42872,18.84082,22.5034,4.26455,9.1696,-41.25,100.708,95.5092,47.92666,-12.875563,45.352335,37.508789,-0.6593458151000688,0.7518398074789774,0.9825868630154322,-0.18580381220387357,0.9953807955547944,-0.09600558234136514
unuixy,-12.791326,45.282665,45.402344,5.9014,2.15108,2.67049,-9.00946,139.123,303.456,53.25581,-12.8371,45.379415,45.027832,-0.15659753829919834,0.9876624985280301,0.6544373419430752,-0.75611623806825,-0.8343094333148066,0.5512964442855824
unuxfs,-12.845781,45.301985,37.739258,3.53309,2.02624,2.49756,-9.9016,165.014,294.683,29.15651,-12.782163,45.293485,38.661133,-0.17195660965434265,0.9851045246044625,0.25858301717448895,-0.9659890388761861,-0.9086321211915509,0.41759749560904075
unuzww,-12.623465,45.46004,6.568359,44.9635,20.1589,23.7848,-25.9352,49.4229,114.359,325.154,-12.821082,45.318601,36.298828,-0.43735435452712407,0.8992892574562218,0.7595313483819037,0.6504706994363136,0.9109790389484191,-0.41245265255131375
unvjff,-12.846685,45.404962,14.173828,29.5773,4.929,10.1967,-48.6715,114.987,264.533,91.93836,-12.810957,45.381624,30.796387,-0.7509357433141243,0.6603752792263379,0.9064036527492128,-0.4224126161502336,-0.9954512364540845,-0.09527242960077303
unvsvi,-12.65521,45.110276,31.113281,57.5767,28.5403,38.6298,2.36116,129.083,282.835,2593.585,-12.798951,45.385967,23.190918,0.0411983528991453,0.9991509874480421,0.7762334981833875,-0.6304455220698938,-0.9750138360966335,0.22214414108890432
unwcyd,-12.775193,45.341016,33.936523,10.5898,1.93739,2.66786,-30.7829,133.695,231.376,28.29625,-12.784187,45.430631,26.01416,-0.5117864843700515,0.8591126785329983,0.7230274340207239,-0.6908193176608538,-0.7812590737894478,-0.6242069044969417
unyfyx,-12.799288,45.376966,32.668945,8.46219,3.15705,6.21223,-40.6355,127.021,103.439,59.37059,-12.783425,45.397515,32.063965,-0.6512445306616894,0.7588679471971628,0.7984148796828882,-0.6021076979253456,0.9726179070727489,-0.23240999729234044
unytdn,-12.929168,45.301802,34.62793,9.60036,2.7387,4.64129,-15.8753,166.151,272.248,54.57975,-12.864526,45.310226,38.805176,-0.27354459010404986,0.9618593229910533,0.23936389528978766,-0.9709299282809751,-0.999230406058055,0.03922493606182907
unyuyo,-12.837898,45.252315,22.931641,71.5877,22.4536,28.5823,-1.11155,121.102,156.305,176.5491,-12.776869,45.296737,35.981934,-0.0193989903871,0.9998118218804782,0.8562490536640942,-0.516563217911751,0.4018678684901024,-0.9156976664135503
unyxuw,-12.75347,45.44544,52.201172,28.9798,8.09342,12.0344,-43.3753,135.416,96.7489,467.5726,-12.81414,45.664592,35.520996,-0.6867742232978958,0.7268708043480436,0.7019541904382762,-0.7122220963478627,0.9930707133279479,-0.1175183318904789
unzaod,-12.833103,45.322175,36.241211,8.07807,2.30333,3.27094,-24.7969,87.5054,157.0,36.856,-12.831991,45.297335,38.171387,-0.4194029663440395,0.9078001717458641,0.9990523281751639,0.04352522909514271,0.39073112848927377,-0.9205048534524404
unzfwf,-12.787044,45.263956,38.373047,16.297,3.85042,4.42921,-29.3431,98.9586,209.8,173.1971,-12.813157,45.428422,32.063965,-0.49003831591863434,0.8717008941899904,0.98780111702246,-0.15572075394493934,-0.4969739610275553,-0.8677654533689285
unzjpd,-12.802869,45.4036,35.261719,31.6371,9.28959,12.4038,-35.5076,107.954,234.929,912.9185,-12.821616,45.415447,31.314941,-0.5808109389737557,0.8140384838374806,0.9513043045008865,-0.30825333775659985,-0.8184406489255405,-0.5745910756236475
unzuus,-12.846185,44.94192,3.053711,18.0083,1.50061,6.207,39.2476,85.7011,316.173,40.40805,-12.724461,45.423173,32.78418,0.6326728903242324,0.7744191461016326,0.9971865728295581,0.07495958223229571,-0.6924832185015894,0.721433983184657
uoasxc,-12.739598,45.221598,36.47168,9.72997,2.20673,3.87807,-25.0564,127.333,135.868,25.14582,-12.77406,45.304662,33.158691,-0.42351019514070154,0.9058913370884418,0.7951243246707894,-0.6064464595632669,0.6963137654209558,-0.717737514754029
uobbha,-12.817657,45.374051,22.989258,17.198,5.51411,6.50035,-31.1798,86.5963,266.558,62.328,-12.754964,45.297505,33.619629,-0.5177254129476089,0.8555468407914484,0.9982359960038324,0.059370836967627565,-0.998196085885591,-0.060038105588749766
uobjdu,-12.914693,44.930866,24.660156,32.8198,17.1067,27.9449,-4.91759,92.4427,93.7004,654.1403,-12.82554,45.438122,26.503906,-0.08572280051611723,0.9963190259508617,0.9990913445773533,-0.04262024390611048,0.9979151677273592,-0.06453927501666366
uobtqn,-12.837482,45.395617,21.030273,13.7483,3.77456,5.20028,-37.148,123.817,161.88,29.31303,-12.798271,45.401088,28.952637,-0.6038759583395419,0.7970783066546849,0.8308193764673434,-0.5565421490654726,0.3110082032786816,-0.9504072271891488
uobvaz,-12.741764,45.241028,35.837891,14.5654,2.72027,6.5012,-28.0614,123.193,306.601,113.531,-12.78186,45.317604,30.796387,-0.47041748807204525,0.8824439851435257,0.8368312046817066,-0.5474609893599394,-0.8028070689816887,0.5962388866830393
